NSE Symbol,Yahoo Code,Security Name
ZENITHINFO,ZENITHINF.NS,Zenith Infotech Limited
ZENSARTECH,ZENSARTEC.NS,Zensar Technologies Limited
ZICOM,ZICOM.NS,Zicom Electronic Security Systems Limited
ZODIACLOTH,ZODIACLOT.NS,Zodiac Clothing Company Limited
ZUARIAGRO,ZUARIAGRO.NS,Zuari Industries Limited
ZYDUSWELL,ZYDUSWELL.NS,Zydus Wellness Limited
ZYLOG,ZYLOG.NS,Zylog Systems Limited
ABAN,ABAN.NS,Aban Offshore Limited
ABB,ABB.NS,ABB Limited
ABIRLANUVO,ABIRLANUV.NS,Aditya Birla Nuvo Limited
ACC,ACC.NS,ACC Limited
ADANIENT,ADANIENT.NS,Adani Enterprises Limited
ADANIPORTS,ADANIPORT.NS,Adani Ports and Special Economic Zone Limited
ADANIPOWER,ADANIPOWE.NS,Adani Power Limited
AIL,AIL.NS,Alstom India Limited 
ALBK,ALBK.NS,Allahabad Bank
ALOKTEXT,ALOKTEXT.NS,Alok Industries Limited
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Limited
ANDHRABANK,ANDHRABAN.NS,Andhra Bank
APOLLOTYRE,APOLLOTYR.NS,Apollo Tyres Limited
ARVIND,ARVIND.NS,Arvind Limited
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Limited
ASIANPAINT,ASIANPAIN.NS,Asian Paints Limited
AUROPHARMA,AUROPHARM.NS,Aurobindo Pharma Limited
AXISBANK,AXISBANK.NS,Axis Bank Limited
BAJAJ-AUTO,BAJAJ-AUT.NS,Bajaj Auto Limited
BAJAJHIND,BAJAJHIND.NS,Bajaj Hindusthan Limited
BAJAJHLDNG,BAJAJHLDN.NS,Bajaj Holdings & Investment Limited
BALRAMCHIN,BALRAMCHI.NS,Balrampur Chini Mills Limited
BANKBARODA,BANKBAROD.NS,Bank of Baroda
BANKINDIA,BANKINDIA.NS,Bank of India
BATAINDIA,BATAINDIA.NS,Bata India Limited
BEL,BEL.NS,Bharat Electronics Limited
BEML,BEML.NS,BEML Limited
BFUTILITIE,BFUTILITI.NS,BF Utilities Limited
BGRENERGY,BGRENERGY.NS,BGR Energy Systems Limited
BHARATFORG,BHARATFOR.NS,Bharat Forge Limited
BHARTIARTL,BHARTIART.NS,Bharti Airtel Limited
BHEL,BHEL.NS,Bharat Heavy Electricals Limited
BHUSANSTL,BHUSANSTL.NS,Bhushan Steel Limited
BIOCON,BIOCON.NS,Biocon Limited
BOMDYEING,BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited
BOSCHLTD,BOSCHLTD.NS,Bosch Limited
BPCL,BPCL.NS,Bharat Petroleum Corporation Limited
CAIRN,CAIRN.NS,Cairn India Limited
CANBK,CANBK.NS,Canara Bank
CENTRALBK,CENTRALBK.NS,Central Bank of India
CENTURYTEX,CENTURYTE.NS,Century Textiles & Industries Limited
CESC,CESC.NS,CESC Limited
CHAMBLFERT,CHAMBLFER.NS,Chambal Fertilizers & Chemicals Limited
CIPLA,CIPLA.NS,Cipla Limited
CMC,CMC.NS,CMC Limited
COALINDIA,COALINDIA.NS,Coal India Limited
COLPAL,COLPAL.NS,Colgate Palmolive (India) Limited
COREEDUTEC,COREEDUTE.NS,CORE Education & Technologies Limited
CROMPGREAV,CROMPGREA.NS,Crompton Greaves Limited
CUMMINSIND,CUMMINSIN.NS,Cummins India Limited
DABUR,DABUR.NS,Dabur India Limited
DCB,DCB.NS,Development Credit Bank Limited
DELTACORP,DELTACORP.NS,Delta Corp Limited
DENABANK,DENABANK.NS,Dena Bank
DISHTV,DISHTV.NS,Dish TV India Limited
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Limited
DLF,DLF.NS,DLF Limited
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited
ECLERX,ECLERX.NS,eClerx Services Limited
EDUCOMP,EDUCOMP.NS,Educomp Solutions Limited
ESCORTS,ESCORTS.NS,Escorts Limited
ESSAROIL,ESSAROIL.NS,Essar Oil Limited
EXIDEIND,EXIDEIND.NS,Exide Industries Limited
FEDERALBNK,FEDERALBN.NS,The Federal Bank Limited
FINANTECH,FINANTECH.NS,Financial Technologies (India) Limited
FORTIS,FORTIS.NS,Fortis Healthcare (India) Limited
GAIL,GAIL.NS,GAIL (India) Limited
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited
GLAXO,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited
GMDCLTD,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited
GMRINFRA,GMRINFRA.NS,GMR Infrastructure Limited
GODREJIND,GODREJIND.NS,Godrej Industries Limited
GRASIM,GRASIM.NS,Grasim Industries Limited
GSPL,GSPL.NS,Gujarat State Petronet Limited
GUJFLUORO,GUJFLUORO.NS,Gujarat Fluorochemicals Limited
GVKPIL,GVKPIL.NS,GVK Power & Infrastructure Limited
HAVELLS,HAVELLS.NS,Havells India Limited
HCC,HCC.NS,Hindustan Construction Company Limited
HCL-INSYS,HCL-INSYS.NS,HCL Infosystems Limited
HCLTECH,HCLTECH.NS,HCL Technologies Limited
HDFC,HDFC.NS,Housing Development Finance Corporation Limited
HDFCBANK,HDFCBANK.NS,HDFC Bank Limited
HDIL,HDIL.NS,Housing Development and Infrastructure Limited
HEROMOTOCO,HEROMOTOC.NS,Hero MotoCorp Limited
HEXAWARE,HEXAWARE.NS,Hexaware Technologies Limited
HINDALCO,HINDALCO.NS,Hindalco Industries Limited
HINDOILEXP,HINDOILEX.NS,Hindustan Oil Exploration Company Limited
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDUNILVR,HINDUNILV.NS,Hindustan Unilever Limited
HINDZINC,HINDZINC.NS,Hindustan Zinc Limited
IBREALEST,IBREALEST.NS,Indiabulls Real Estate Limited
ICICIBANK,ICICIBANK.NS,ICICI Bank Limited
IDBI,IDBI.NS,IDBI Bank Limited
IDEA,IDEA.NS,Idea Cellular Limited
IDFC,IDFC.NS,Infrastructure Development Finance Company Limited
IFCI,IFCI.NS,IFCI Limited
IGL,IGL.NS,Indraprastha Gas Limited
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited
INDIACEM,INDIACEM.NS,The India Cements Limited
INDIAINFO,INDIAINFO.NS,India Infoline Limited
INDIANB,INDIANB.NS,Indian Bank
INDUSINDBK,INDUSINDB.NS,IndusInd Bank Limited
INFY,INFY.NS,Infosys Limited
IOB,IOB.NS,Indian Overseas Bank
IOC,IOC.NS,Indian Oil Corporation Limited
IRB,IRB.NS,IRB Infrastructure Developers Limited
ITC,ITC.NS,ITC Limited
IVRCLINFRA,IVRCLINFR.NS,IVRCL Limited
JETAIRWAYS,JETAIRWAY.NS,Jet Airways (India) Limited
JINDALSAW,JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL,JINDALSTE.NS,Jindal Steel & Power Limited
JISLJALEQS,JISLJALEQ.NS,Jain Irrigation Systems Limited
JPASSOCIAT,JPASSOCIA.NS,Jaiprakash Associates Limited
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Limited
JSWENERGY,JSWENERGY.NS,JSW Energy Limited
JSWISPAT,JSWISPAT.NS,JSW ISPAT Steel Limited
JSWSTEEL,JSWSTEEL.NS,JSW Steel Limited
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Limited
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Limited
KTKBANK,KTKBANK.NS,The Karnataka Bank Limited
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited
LITL,LITL.NS,Lanco Infratech Limited
LT,LT.NS,Larsen & Toubro Limited
LUPIN,LUPIN.NS,Lupin Limited
M&M,M&M.NS,Mahindra & Mahindra Limited
MARUTI,MARUTI.NS,Maruti Suzuki India Limited
MAX,MAX.NS,Max India Limited
MCDOWELL-N,MCDOWELL-.NS,United Spirits Limited
MCLEODRUSS,MCLEODRUS.NS,Mcleod Russel India Limited
MINDTREE,MINDTREE.NS,MindTree Limited
MPHASIS,MPHASIS.NS,MphasiS Limited
MRF,MRF.NS,MRF Limited
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited
NAGAROIL,NAGAROIL.NS,Nagarjuna Oil Refinery Limited
NAUKRI,NAUKRI.NS,Info Edge (India) Limited
NCC,NCC.NS,NCC Limited
NHPC,NHPC.NS,NHPC Limited
NMDC,NMDC.NS,NMDC Limited
NTPC,NTPC.NS,NTPC Limited
OFSS,OFSS.NS,Oracle Financial Services Software Limited
OIL,OIL.NS,Oil India Limited
ONGC,ONGC.NS,Oil & Natural Gas Corporation Limited
ONMOBILE,ONMOBILE.NS,OnMobile Global Limited
OPTOCIRCUI,OPTOCIRCU.NS,Opto Circuits (India) Limited
ORCHIDCHEM,ORCHIDCHE.NS,Orchid Chemicals & Pharmaceuticals Limited
ORIENTBANK,ORIENTBAN.NS,Oriental Bank of Commerce
PANTALOONR,PANTALOON.NS,Pantaloon Retail (India) Limited
PATELENG,PATELENG.NS,Patel Engineering Limited
PETRONET,PETRONET.NS,Petronet LNG Limited
PFC,PFC.NS,Power Finance Corporation Limited
PIRHEALTH,PIRHEALTH.NS,Piramal Healthcare Limited
PNB,PNB.NS,Punjab National Bank
POLARIS,POLARIS.NS,Polaris Financial Technology Limited
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Limited
PRAJIND,PRAJIND.NS,Praj Industries Limited
PTC,PTC.NS,PTC India Limited
PUNJLLOYD,PUNJLLOYD.NS,Punj Lloyd Limited
RANBAXY,RANBAXY.NS,Ranbaxy Laboratories Limited
RAYMOND,RAYMOND.NS,Raymond Limited
RCOM,RCOM.NS,Reliance Communications Limited
RECLTD,RECLTD.NS,Rural Electrification Corporation Limited
RELCAPITAL,RELCAPITA.NS,Reliance Capital Limited
RELIANCE,RELIANCE.NS,Reliance Industries Limited
RELINFRA,RELINFRA.NS,Reliance Infrastructure Limited
RENUKA,RENUKA.NS,Shree Renuka Sugars Limited
ROLTA,ROLTA.NS,Rolta India Limited
RPOWER,RPOWER.NS,Reliance Power Limited
RUCHISOYA,RUCHISOYA.NS,Ruchi Soya Industries Limited
SAIL,SAIL.NS,Steel Authority of India Limited
SBIN,SBIN.NS,State Bank of India
SCI,SCI.NS,Shipping Corporation Of India Limited
SESAGOA,SESAGOA.NS,Sesa Goa Limited
SIEMENS,SIEMENS.NS,Siemens Limited
SINTEX,SINTEX.NS,Sintex Industries Limited
SKUMARSYNF,SKUMARSYN.NS,S. Kumars Nationwide Limited
SOBHA,SOBHA.NS,Sobha Developers Limited
SOUTHBANK,SOUTHBANK.NS,The South Indian Bank Limited
SREINFRA,SREINFRA.NS,SREI Infrastructure Finance Limited
SRTRANSFIN,SRTRANSFI.NS,Shriram Transport Finance Company Limited
STER,STER.NS,Sterlite Industries ( India ) Limited
STRTECH,STRTECH.NS,Sterlite Technologies Limited
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceuticals Industries Limited
SUNTV,SUNTV.NS,Sun TV Network Limited
SUZLON,SUZLON.NS,Suzlon Energy Limited
SYNDIBANK,SYNDIBANK.NS,Syndicate Bank
TATACHEM,TATACHEM.NS,Tata Chemicals Limited
TATACOFFEE,TATACOFFE.NS,Tata Coffee Limited
TATACOMM,TATACOMM.NS,Tata Communications Limited
TATAGLOBAL,TATAGLOBA.NS,Tata Global Beverages Limited
TATAMOTORS,TATAMOTOR.NS,Tata Motors Limited
TATAMTRDVR,TATAMTRDV.NS,Tata Motors Limited
TATAPOWER,TATAPOWER.NS,Tata Power Company Limited
TATASTEEL,TATASTEEL.NS,Tata Steel Limited
TCS,TCS.NS,Tata Consultancy Services Limited
TECHM,TECHM.NS,Tech Mahindra Limited
TITAN,TITAN.NS,Titan Industries Limited
TTKPRESTIG,TTKPRESTI.NS,TTK Prestige Limited
TTML,TTML.NS,Tata Teleservices (Maharashtra) Limited
TULIP,TULIP.NS,Tulip Telecom Limited
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Limited
UCOBANK,UCOBANK.NS,UCO Bank
ULTRACEMCO,ULTRACEMC.NS,UltraTech Cement Limited
UNIONBANK,UNIONBANK.NS,Union Bank of India
UNIPHOS,UNIPHOS.NS,United Phosphorus Limited
UNITECH,UNITECH.NS,Unitech Limited
VIDEOIND,VIDEOIND.NS,Videocon Industries Limited
VIJAYABANK,VIJAYABAN.NS,Vijaya Bank
VIPIND,VIPIND.NS,VIP Industries Limited
VOLTAS,VOLTAS.NS,Voltas Limited
WELCORP,WELCORP.NS,Welspun Corp Limited
WIPRO,WIPRO.NS,Wipro Limited
YESBANK,YESBANK.NS,Yes Bank Limited
ZEEL,ZEEL.NS,Zee Entertainment Enterprises Limited
BSE Code,Yahoo Code,Company Name
532628,532628.BO,3I INFOTECH 
523395,523395.BO,3M INDIA LTD
590116,590116.BO,7SEAS TECH  
512161,512161.BO,8KMILES     
530499,530499.BO,A.K.CAPITAL 
500009,500009.BO,A.SARABHAI  
533292,533292.BO,A2ZMES      
530027,530027.BO,AADI INDUS L
533412,533412.BO,AANJANEYA   
524412,524412.BO,AAREY DRUGS 
524348,524348.BO,AARTI DRUGS 
524208,524208.BO,AARTI INDUST
514274,514274.BO,AARVEE DENIM
531731,531731.BO,AARYAGLOBL  
519319,519319.BO,AASHEE      
523204,523204.BO,ABAN OFFSHO 
500002,500002.BO,ABB LTD.    
500488,500488.BO,ABBOTT (I)  
520123,520123.BO,ABC INDIA   
500057,500057.BO,ABCIL       
520155,520155.BO,ABG INFRALOG
532682,532682.BO,ABG SHIPYARD
532831,532831.BO,ABHI CORP LT
526955,526955.BO,ABL BIO-TECH
531161,531161.BO,ABM KNOWLEDG
532974,532974.BO,ABML        
500410,500410.BO,ACC LTD     
532774,532774.BO,ACCEL FRONTL
517494,517494.BO,ACCEL TRANS 
531897,531897.BO,ACCENT TECH 
526347,526347.BO,ACCLAIM IND 
530093,530093.BO,ACE INDIA LT
517356,517356.BO,ACI INFOCOM 
530901,530901.BO,ACIL        
533330,533330.BO,ACROPET TEC 
513149,513149.BO,ACROW INDIA 
524091,524091.BO,ACRYCIL LTD.
532762,532762.BO,ACTION CONST
511706,511706.BO,ACTION FIN. 
512599,512599.BO,ADANI ENTER 
532921,532921.BO,ADANI PORTS 
533096,533096.BO,ADANI POWER 
523411,523411.BO,ADCINDIA    
507852,507852.BO,ADDI IND.   
519183,519183.BO,ADF FOODS LT
532727,532727.BO,ADHUNIK MET 
500303,500303.BO,ADI BIR NUVO
530117,530117.BO,ADIFINCHM   
590088,590088.BO,ADINATH BIO 
532056,532056.BO,ADINATH EXIM
522150,522150.BO,ADITYA FORGE
511359,511359.BO,AD-MANUM FIN
530431,530431.BO,ADOR FONTECH
517041,517041.BO,ADORWELDING 
531047,531047.BO,ADV POWER   
512149,512149.BO,ADVANCE TECH
517552,517552.BO,ADVANCED MIC
523269,523269.BO,ADVANI HOTEL
532840,532840.BO,ADVANTA     
531429,531429.BO,ADVENT COMP.
531686,531686.BO,ADVIK LABORS
500003,500003.BO,AEGIS LOGIS 
503655,503655.BO,AEONIAN PUB 
530707,530707.BO,AFTEK LTD   
531921,531921.BO,AGAR IND COR
500463,500463.BO,AGCNET      
519281,519281.BO,AGRO DUTCH I
500215,500215.BO,AGRO TECH FO
533314,533314.BO,AGS INFO    
524448,524448.BO,AHLCON PAREN
532811,532811.BO,AHLUWALIA CO
513335,513335.BO,AHMED.FORG  
522273,522273.BO,AHMED.STEEL 
532806,532806.BO,AI CHAMPDNY 
532683,532683.BO,AIAENGINEER 
532309,532309.BO,AIL         
524288,524288.BO,AIMCO PESTI.
532975,532975.BO,AISHWARYA TE
532331,532331.BO,AJANTA PHARM
519216,519216.BO,AJANTA SOYA 
511692,511692.BO,AJCON GLOBAL
513349,513349.BO,AJMERA      
530621,530621.BO,AKAR TOOLS L
532351,532351.BO,AKSH OPTIFIB
524598,524598.BO,AKSHARCHEM I
500710,500710.BO,AKZOINDIA   
524075,524075.BO,ALBERT DAVID
506230,506230.BO,ALBR & WILSO
531409,531409.BO,ALCH CORP   
526707,526707.BO,ALCHEMIST LT
533573,533573.BO,ALEM PHARMA 
506235,506235.BO,ALEMBIC LTD.
517546,517546.BO,ALFA TRANSFO
505216,505216.BO,ALFRED HERB 
531147,531147.BO,ALICON      
530889,530889.BO,ALKA INDIA  
532166,532166.BO,ALKA SECUR. 
533029,533029.BO,ALKALI      
506767,506767.BO,ALKYL AMINES
532480,532480.BO,ALLAHABAD BK
532749,532749.BO,ALLCARGO    
532919,532919.BO,ALLIED COMP 
532875,532875.BO,ALLIED DIGIT
532633,532633.BO,ALLSEC TECH 
511589,511589.BO,ALMONDZ CMS 
531400,531400.BO,ALMONDZ GLO 
521070,521070.BO,ALOK INDS.  
532878,532878.BO,ALPA LAB    
531720,531720.BO,ALPHA GRAPHI
531247,531247.BO,ALPHA HI-TEC
526397,526397.BO,ALPHAGEO (I)
530715,530715.BO,ALPS INDS.  
522275,522275.BO,ALSTOMT&D   
524634,524634.BO,ALU FLUORIDE
513309,513309.BO,ALUM IND EX 
500008,500008.BO,AMAR RAJA BA
532664,532664.BO,AMAR REMEDIE
532335,532335.BO,AMBICA AGAR.
531978,531978.BO,AMBIKA COTTO
500425,500425.BO,AMBUJA CEME 
530133,530133.BO,AMCO INDIA L
532828,532828.BO,AMD INDUS   
513117,513117.BO,AMFORGE IND.
506248,506248.BO,AMINES&PLAST
531557,531557.BO,AMIT SECUR. 
521076,521076.BO,AMIT SPIN.  
526241,526241.BO,AMRAPALI IND
531991,531991.BO,AMRAWOR AGRI
531728,531728.BO,AMRIT BANAS 
507525,507525.BO,AMRIT CORP  
590006,590006.BO,AMRUTANJAN  
520077,520077.BO,AMTEK AUTO  
532282,532282.BO,AMTEK INDIA 
515055,515055.BO,ANANT RAJ IN
532418,532418.BO,ANDHRA BANK 
532141,532141.BO,ANDHRA CEMEN
502330,502330.BO,ANDHRA PAPER
500012,500012.BO,ANDHRA PETRO
590062,590062.BO,ANDHRA SUGAR
526173,526173.BO,ANDREW YULE 
530721,530721.BO,ANGIND      
519383,519383.BO,ANIK INDS   
504629,504629.BO,ANIL SP STEL
532910,532910.BO,ANILLTD     
521131,521131.BO,ANJANI DHAM 
518091,518091.BO,ANJANI PORTL
531223,531223.BO,ANJANI SYNT.
532870,532870.BO,ANKIT METAL 
531683,531683.BO,ANKUR DRUGS 
531519,531519.BO,ANKUSH FINST
530799,530799.BO,ANNA INFRA  
523007,523007.BO,ANSAL BUILD.
507828,507828.BO,ANSAL HOUS. 
500013,500013.BO,ANSAL INFRAS
505665,505665.BO,ANTIF BEARNG
532981,532981.BO,ANU LABS    
506260,506260.BO,ANUH PHARMA 
532259,532259.BO,APAR INDUS. 
523694,523694.BO,APCOTEX IND*
533758,533758.BO,APL APOLLO  
517096,517096.BO,APLAB LTD.  
523537,523537.BO,APM INDUS.  
512437,512437.BO,APOLLO FIN I
508869,508869.BO,APOLLO HOSP.
500877,500877.BO,APOLLO TYRES
500014,500014.BO,APPLE FINANC
507265,507265.BO,APTE AMAL.  
532475,532475.BO,APTECH LTD  
590033,590033.BO,APW PRES    
533159,533159.BO,AQUA LOGIST 
512344,512344.BO,ARAVALI SEC.
531160,531160.BO,ARCADIA MERC
520121,520121.BO,ARCEE INDUST
530565,530565.BO,ARCHANA SOFT
532994,532994.BO,ARCHIDPLY IN
532212,532212.BO,ARCHIES LTD 
532914,532914.BO,ARCOTECH LTD
530261,530261.BO,ARCUTTI.TEA 
532114,532114.BO,AREALTY     
530967,530967.BO,ARICENTINF  
532935,532935.BO,ARIES AGRO  
506194,506194.BO,ARIH SUPER  
511605,511605.BO,ARIHANT CAP.
531179,531179.BO,ARMAN FIN   
513729,513729.BO,ARO GRANITE 
531560,531560.BO,AROMA ENT   
512273,512273.BO,ARONI COMM  
521174,521174.BO,ARORA FIBRES
533068,533068.BO,ARROW TEX   
506074,506074.BO,ARSHYIA INTL
531320,531320.BO,ARSI COSMET.
533163,533163.BO,ARSS INFRA  
531297,531297.BO,ARTEFACT PR 
509026,509026.BO,ARTHEON     
522134,522134.BO,ARTSON ENG  
590114,590114.BO,ARUNJYOTI EN
524760,524760.BO,ARVIND INTER
500101,500101.BO,ARVIND Ltd  
531823,531823.BO,ARVIND REM. 
515030,515030.BO,ASAHI IN.GLA
512535,512535.BO,ASAHI INFRA.
532853,532853.BO,ASAHI SONG  
534564,534564.BO,ASEEM GLOBAL
527001,527001.BO,ASHAPURA LTD
517565,517565.BO,ASHCO NIUL  
519174,519174.BO,ASHIANA AGRO
523716,523716.BO,ASHIANA HOU 
513401,513401.BO,ASHIANA ISP.
590122,590122.BO,ASHIKACR    
514286,514286.BO,ASHIMA LTD. 
512247,512247.BO,ASHIRWAD CAP
526847,526847.BO,ASHIRWAD STL
500477,500477.BO,ASHOK LEYL. 
533271,533271.BO,ASHOKA      
524594,524594.BO,ASHOK-ALCO  
531568,531568.BO,ASHUTOSH PAP
532435,532435.BO,ASIAHR TECH 
503940,503940.BO,ASIAN ELECTR
532047,532047.BO,ASIAN FILMS 
532888,532888.BO,ASIAN GRANIT
533227,533227.BO,ASIAN HTL E 
533221,533221.BO,ASIAN HTL W 
530355,530355.BO,ASIAN OILFIE
500820,500820.BO,ASIAN PAINTS
519532,519532.BO,ASIAN TEA   
500023,500023.BO,ASIANHOTNR  
530723,530723.BO,ASIT C FIN  
526433,526433.BO,ASM TECHNOLO
500024,500024.BO,ASSAMCO     
502015,502015.BO,ASSOC.STONE 
533138,533138.BO,ASTEC LIFE  
533219,533219.BO,ASTERSILI   
532493,532493.BO,ASTRA MICRO 
532830,532830.BO,ASTRAL POLY 
506820,506820.BO,ASTRAZEN.PH.
530187,530187.BO,ATHARV ENT  
532759,532759.BO,ATLANTA     
505029,505029.BO,ATLAS CYCLES
511427,511427.BO,ATN INTER.  
524444,524444.BO,ATREYA PETRO
531795,531795.BO,ATUL AUTO   
500027,500027.BO,ATUL LTD.   
500028,500028.BO,ATV PROJECTS
532459,532459.BO,AUNDE IND   
502352,502352.BO,AURANG.PAPER
532668,532668.BO,AURIONPRO SO
530233,530233.BO,AURO LAB.   
524804,524804.BO,AUROB.PHARMA
530885,530885.BO,AURUM SOFT  
522005,522005.BO,AUSTIN ENGG.
533016,533016.BO,AUSTRAL COKE
505010,505010.BO,AUTO AXLES  
505036,505036.BO,AUTO COR.GOA
532797,532797.BO,AUTOIND     
500029,500029.BO,AUTOLITE(I) 
520119,520119.BO,AUTOMOTIVE S
500030,500030.BO,AUTORID.FIN 
532406,532406.BO,AVANTEL LTD 
512573,512573.BO,AVANTI FEEDS
532995,532995.BO,AVON CORP   
531541,531541.BO,AVON ORGANIC
519105,519105.BO,AVT NATURAL 
513642,513642.BO,AXEL POLYMER
532215,532215.BO,AXIS BANK   
531278,531278.BO,AXIS CAPITAL
533570,533570.BO,AXISGOLD    
532395,532395.BO,AXIT IT LTD 
505506,505506.BO,AXON INFOTEC
523019,523019.BO,B.N.RATHI SE
532989,532989.BO,BAFNA PHARMA
531733,531733.BO,BAFNA SPG.MI
532507,532507.BO,BAG FIL MED 
511724,511724.BO,BAID LEASING
500490,500490.BO,BAJ HOLD INV
532977,532977.BO,BAJAJ AUTO  
533229,533229.BO,BAJAJ CORP  
500031,500031.BO,BAJAJ ELECT.
532978,532978.BO,BAJAJ FINSE 
507944,507944.BO,BAJAJ STEEL 
500032,500032.BO,BAJAJHIND.LT
500034,500034.BO,BAJFINANCE  
524824,524824.BO,BAL PHARMA  
514199,514199.BO,BALA TEC IND
530999,530999.BO,BALAJI AMINE
532382,532382.BO,BALAJI TELE.
500102,500102.BO,BALARPUR IND
513142,513142.BO,BALASORE    
502355,502355.BO,BALKRISH IND
532485,532485.BO,BALMER LA.IN
523319,523319.BO,BALMER LAWRI
500038,500038.BO,BALRAM.CHINI
520127,520127.BO,BALURGHAT TE
519295,519295.BO,BAMBINO AGRO
531591,531591.BO,BAMPSL SECUR
526849,526849.BO,BANARAS BEAD
509053,509053.BO,BANAS FIN.  
500039,500039.BO,BANCO PROD. 
532946,532946.BO,BANG        
532525,532525.BO,BANK MAHA   
500041,500041.BO,BANNARI AMAN
532674,532674.BO,BANNARI AMMA
503722,503722.BO,BANSW.SYNTEX
532916,532916.BO,BARAK VALL  
513502,513502.BO,BARODA EXTR.
532694,532694.BO,BARTRONICSIN
524687,524687.BO,BASANT AGRO 
500042,500042.BO,BASF INDIA  
500043,500043.BO,BATA INDIA  
522004,522004.BO,BATLIBOI LTD
506285,506285.BO,BAYER CROP  
508136,508136.BO,BB REALTY   
524828,524828.BO,BDH INDUS.  
531937,531937.BO,BECKONSIND  
533270,533270.BO,BEDMUTHA IN 
500048,500048.BO,BEML LTD    
509438,509438.BO,BENARES HOT 
532230,532230.BO,BENGAL TEA &
533095,533095.BO,BENGLA& ASM 
524737,524737.BO,BENZO PET.IN
509480,509480.BO,BERGER PAINT
524606,524606.BO,BERYL DRUGS 
531582,531582.BO,BERYL SECUR.
500046,500046.BO,BEST&CROMPT.
533303,533303.BO,BF INVEST   
532430,532430.BO,BF UTILI    
517421,517421.BO,BFLYGANDHI  
511664,511664.BO,BGIL FL TEC 
533499,533499.BO,BGLOBAL     
532930,532930.BO,BGR ENERGY  
524663,524663.BO,BH.IMMUN&BIO
500051,500051.BO,BHAG GAS    
530803,530803.BO,BHAGERIA DYE
531719,531719.BO,BHAGIRA.CHEM
530095,530095.BO,BHAGWANDAS M
504646,504646.BO,BHAGWATI AUT
532845,532845.BO,BHAGWATI BAN
512296,512296.BO,BHAGYA INL* 
512608,512608.BO,BHANDARI HOS
500052,500052.BO,BHANSALI ENG
503960,503960.BO,BHARAT BIJLE
500049,500049.BO,BHARAT ELECT
531862,531862.BO,BHARAT FERTI
500493,500493.BO,BHARAT FORGE
505688,505688.BO,BHARAT GEARS
500547,500547.BO,BHARAT PET. 
523229,523229.BO,BHARAT SEATS
532609,532609.BO,BHARSHIP    
532454,532454.BO,BHARTI ARTL 
526666,526666.BO,BHARTIYA INT
524332,524332.BO,BHATINDA CH.
518017,518017.BO,BHEEMA CEM  
500103,500103.BO,BHEL        
533108,533108.BO,BHILWRA TEC 
506027,506027.BO,BHORUKA ALU.
500055,500055.BO,BHUSH STEEL 
513333,513333.BO,BHUWALKA ST.
500058,500058.BO,BIHAR SPONGE
526853,526853.BO,BILCARE LTD.
531590,531590.BO,BILPOWER LTD
505681,505681.BO,BIMETAL BEAR
500059,500059.BO,BINANI IND. 
512253,512253.BO,BIO GREEN I 
532523,532523.BO,BIOCON LTD. 
524396,524396.BO,BIOFIL CHEM 
534535,534535.BO,BIOGRPAPER  
532330,532330.BO,BIOPAC INDIA
511607,511607.BO,BIR SHL EDU 
500335,500335.BO,BIRLA CORPN.
533006,533006.BO,BIRLA COTSYN
500060,500060.BO,BIRLA ERIC. 
517001,517001.BO,BIRLA POWER 
522105,522105.BO,BIRLA PRETEC
533469,533469.BO,BIRLAPACIFIC
531671,531671.BO,BISIL PLAST 
526709,526709.BO,BITS LTD.   
532719,532719.BO,BL KASHYAP  
506981,506981.BO,BL.CHIP TEX 
514183,514183.BO,BLA ROS IND 
531570,531570.BO,BLAZON MARBL
532290,532290.BO,BLB LTD.    
506197,506197.BO,BLISSGVS PH 
526225,526225.BO,BLOOM DEKOR 
531175,531175.BO,BLS INFOTE  
531936,531936.BO,BLUE CHIP(I)
508939,508939.BO,BLUE CIRCLE 
526612,526612.BO,BLUE DART EX
500067,500067.BO,BLUE STAR   
532346,532346.BO,BLUE STAR IN
532781,532781.BO,BLUEBIRD(I) 
531713,531713.BO,BLUECHIP STO
531495,531495.BO,BLUECOAST   
500069,500069.BO,BNK CAPITAL 
532134,532134.BO,BNK OF BAROD
